"","ID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","x1_p","x2_p","x3_p","x4_p","x5_p","x6_p","x7_p","x8_p","x9_p","x10_p","x11_p","pred.asli","pred.disk","pred.asli1","pred.disk1"
"1917",1917,409,38295,59,0.791562963,1,1114,1,0,0,14.3,5.7,0,2,2,3,2,5,2,3,1,1,5,5,1,1,0,0
"18324",18324,14,7399,5,0.452614379,0.916666667,3645,0.849802672,1033,25180,2,1.7,0,2,1,2,1,3,3,1,4,3,2,2,1,1,0,0
"23712",23712,29,43714,36,0.70653978,0.694401787,100,1,0,0,6.3,2.3,0,2,2,3,1,2,1,3,1,1,4,3,1,1,0,0
"4462",4462,44,13826,20,0.744938626,0.75335855,33856,0.429356772,5,3703,21.3,13.7,0,2,2,3,1,2,4,1,2,2,5,5,1,1,0,0
"26216",26216,212,31943,30,0.766462892,0.988095238,1022,0.96969697,0,740,5.7,2.7,0,2,2,3,1,4,2,2,1,1,4,4,1,1,0,0
"27679",27679,124,42854,75,0.857550783,0.994390332,5742,1,0,1613,14.3,8.3,0,2,2,3,3,5,3,3,1,1,5,5,1,1,0,0
"34902",34902,95,49395,72,0.65553574,0.964416352,4931,0.946888427,11,10269,21,10.7,0,2,2,3,1,3,3,2,2,2,5,5,1,1,0,0
"39111",39111,232,53758,59,0.748623316,0.758077735,1783,0.881025641,0,60,4,3.7,0,2,2,3,1,2,2,1,1,1,3,5,1,1,0,0
"1935",1935,14,16996,10,0.743601533,0.728025078,0,0,0,0,2.3,1.3,0,2,2,3,1,2,1,1,1,1,2,2,1,1,0,0
"27689",27689,38,12439,13,0.870323129,1,2267,0.821428571,360,9941,4.7,2.7,0,2,2,3,3,5,3,1,3,2,3,4,1,1,0,0
"47227",47227,182,77378,113,0.783591786,0.965292287,200,0.583333333,0,0,7.3,4.3,0,2,4,3,2,3,2,1,1,1,4,5,1,1,0,0
"39869",39869,0,3298,3,0.804232804,0.82010582,403,0.244444444,729,23155,2.3,2,0,1,1,2,2,2,2,1,3,3,2,3,1,1,0,0
"33662",33662,257,35551,68,0.691555138,0.989736424,12161,0.892223056,0,400,14.3,10.3,0,2,2,3,1,4,4,1,1,1,5,5,1,1,0,0
"3566",3566,17,9952,12,0.514574412,1,4825,0.997652582,0,0,6.7,4,0,2,2,3,1,5,3,3,1,1,4,5,1,1,0,0
"16016",16016,198,20061,114,0.826790596,0.835539605,4321,0.745779362,0,0,5.3,2.7,0,2,2,3,2,2,3,1,1,1,3,4,1,1,0,0
"28357",28357,5,3059,2,0.766666667,0.966666667,20723,0.961830581,953,29907,5.7,4,1,2,1,2,1,3,4,2,4,4,4,5,1,1,0,0
"45382",45382,7,13571,7,0.863400488,0.710622711,3556,0.706258891,1,2340,3.3,1.7,0,2,2,2,3,2,3,1,1,1,2,2,1,1,0,0
"36868",36868,8,17449,22,0.76509512,0.563275434,23000,0.628168048,0,840,7,2.7,0,2,2,3,1,2,4,1,1,1,4,4,1,1,0,0
"9363",9363,24,8647,15,0.753771931,1,9583,1,819,29990,10.7,8.3,0,2,1,3,1,5,4,3,3,4,5,5,1,1,0,0
"48699",48699,16,10955,16,0.837498194,0.867837883,4206,0.547193159,2966,54434,2.7,1.7,1,2,2,3,3,2,3,1,5,5,2,2,2,2,1,1
"44730",44730,24,22527,19,0.723520329,0.974252874,919,0.752136752,0,4635,8.7,4,0,2,2,3,1,4,2,1,1,2,5,5,1,1,0,0
"38822",38822,63,49083,40,0.70854949,0.905848066,12853,0.914242858,0,0,12.3,6,0,2,2,3,1,3,4,1,1,1,5,5,1,1,0,0
"39904",39904,114,19424,17,0.887028986,1,22369,0.999211978,1,16687,1.3,1,0,2,2,3,3,5,4,3,1,2,2,2,1,1,0,0
"8798",8798,95,61686,72,0.82077027,0.925677697,7117,0.981002785,76,25023,6,4,0,2,4,3,2,3,3,2,2,3,4,5,1,1,0,0
"7695",7695,101,34083,57,0.865580975,0.988383415,9342,0.917302965,0,0,10.7,5,1,2,2,3,3,4,4,1,1,1,5,5,1,1,0,0
"21505",21505,14,13368,19,0.841965738,0.899609532,9611,0.584903627,0,80,7.3,4.3,0,2,2,3,3,3,4,1,1,1,4,5,1,1,0,0
"6983",6983,11,22760,16,0.771957654,1,2969,0.992907801,0,0,4,2.3,0,2,2,3,1,5,3,2,1,1,3,3,1,1,0,0
"11143",11143,33,42922,28,0.720192449,0.240310012,183,0.5,0,0,6,3,0,2,2,3,1,2,2,1,1,1,4,4,1,1,0,0
"49766",49766,67,39599,68,0.717207272,1,3572,1,0,0,13,7.7,0,2,2,3,1,5,3,3,1,1,5,5,1,1,0,0
"88",88,5,3336,6,0.775062657,0.889515455,2591,0.691900692,4061,17033,2,1.3,1,2,1,2,2,3,3,1,6,2,2,2,1,1,0,0
"37893",37893,12,21685,16,0.697669862,0.977919096,2714,0.903641457,0,0,3.7,2.3,0,2,2,3,1,4,3,1,1,1,3,3,1,1,0,0
"8670",8670,4,4445,3,0.614814815,0.388888889,2606,0.340143369,1111,27173,1.7,1.3,1,1,1,2,1,2,3,1,4,3,2,2,1,1,0,0
"47161",47161,112,7730,20,0.636413874,1,3092,1,0,0,6.3,3.7,0,2,1,3,1,5,3,3,1,1,4,5,1,1,0,0
"43",43,14,19960,21,0.686934901,0.785412899,10511,0.803969481,0,780,9,4,0,2,2,3,1,2,4,1,1,1,5,5,1,1,0,0
"37563",37563,194,58916,28,0.722083472,1,17142,0.981780773,195,45327,15.7,7,1,2,4,3,1,5,4,2,3,5,5,5,1,1,0,0
"43136",43136,49,4459,22,0.739842686,0.990740741,24103,0.977916907,0,0,9,2.7,0,2,1,3,1,4,4,2,1,1,5,4,1,1,0,0
"46502",46502,86,46840,29,0.725674414,0.962613295,5328,0.832631073,19,20589,11,1.7,0,2,2,3,1,3,3,1,2,3,5,2,1,1,0,0
"22090",22090,1017,75830,132,0.76668033,1,4072,0.955555556,0,0,6,5,0,2,4,3,1,5,3,2,1,1,4,5,1,1,0,0
"49211",49211,21,41267,22,0.746974036,0.800819901,7014,0.836888099,0,0,7,4,0,2,2,3,1,2,3,1,1,1,4,5,1,1,0,0
"12358",12358,105,45346,49,0.740902248,0.885835243,7208,0.838768116,0,40,16,7,0,2,2,3,1,3,3,1,1,1,5,5,1,1,0,0
"5674",5674,60,9889,6,0.445054945,1,339,0.522222222,892,15000,4,2.7,0,2,2,2,1,5,2,1,4,2,3,4,1,1,0,0
"4250",4250,184,32280,135,0.803657883,0.997474748,1563,0.960784314,0,2640,18.3,9.3,0,2,2,3,2,5,2,2,1,1,5,5,1,1,0,0
"5733",5733,17,8745,6,0.718518519,0.718518519,4195,0.211292492,7629,83175,9.3,6.3,0,2,1,2,1,2,3,1,6,6,5,5,1,1,0,0
"41261",41261,73,20577,48,0.850450528,1,3822,0.996168582,0,0,1,1,0,2,2,3,3,5,3,3,1,1,2,2,1,1,0,0
"20229",20229,1,2593,3,0.527777778,0.730769231,30489,0.93909123,0,0,4.3,1.3,0,1,1,2,1,2,4,1,1,1,3,2,1,1,0,0
"12507",12507,65,40362,63,0.815702311,0.929510208,2378,0.932898106,1013,30576,7.7,5,0,2,2,3,2,3,3,1,4,4,4,5,1,1,0,0
"24486",24486,47,27965,32,0.78907374,0.918274474,1025,0.844551282,0,0,1.7,1.3,0,2,2,3,2,3,2,1,1,1,2,2,1,1,0,0
"29773",29773,21,29164,22,0.749064543,0.557948486,1986,0.35978836,157,7171,10.3,4,0,2,2,3,1,2,2,1,3,2,5,5,1,1,0,0
"34972",34972,204,158461,135,0.871412036,0.97261539,9958,0.970427294,966,40000,12.3,5.3,1,2,5,3,3,4,4,2,4,5,5,5,1,1,0,0
"21103",21103,83,24848,100,0.757364426,0.98258327,3256,0.840596407,0,0,5,2.3,0,2,2,3,1,4,3,1,1,1,3,3,1,1,0,0
"38387",38387,70,6686,14,0.786479708,1,5495,0.98316531,84,9872,6,2.7,0,2,1,3,2,5,3,2,2,2,4,4,1,1,0,0
"15757",15757,13,37020,20,0.769798829,0.928189458,6281,0.585858586,0,0,5.7,2.3,0,2,2,3,1,3,3,1,1,1,4,3,1,1,0,0
"9966",9966,186,82838,86,0.745411828,0.94559303,1889,0.736456145,1112,44000,3,1.7,1,2,4,3,1,3,2,1,4,5,2,2,2,2,1,1
"14899",14899,64,16246,19,0.744882689,0.983946609,8578,0.870314411,3,2834,9.7,4,0,2,2,3,1,4,4,1,2,1,5,5,1,1,0,0
"28629",28629,144,53204,175,0.752894997,0.874931786,2444,0.744981326,12,13970,9,1.7,0,2,2,3,1,2,3,1,2,2,5,2,1,1,0,0
"29576",29576,16,19402,14,0.767460318,0.795304233,100,0,297,31300,3.3,3,1,2,2,3,1,2,1,1,3,4,2,4,1,1,0,0
"31634",31634,147,52994,185,0.741575324,0.98224257,7278,0.995905841,0,0,10.7,2.3,0,2,2,3,1,4,3,3,1,1,5,3,1,1,0,0
"19985",19985,3,3180,1,0.5,1,0,0,806,37501,2.7,2,0,1,1,2,1,5,1,1,3,4,2,3,1,1,0,0
"18687",18687,12,11454,8,0.821759259,0.967592593,2731,0.816161616,0,60,3.3,2.3,0,2,2,3,2,3,3,1,1,1,2,3,1,1,0,0
"20581",20581,352,21066,168,0.770321576,0.979824239,1918,0.893492118,343,15300,10.3,2.3,0,2,2,3,1,4,2,1,3,2,5,3,1,1,0,0
"23487",23487,25,7585,4,0.722222222,0.944444444,278,0.666666667,1099,32584,3,1.7,0,2,1,2,1,3,2,1,4,4,2,2,1,1,0,0
"15498",15498,42,39076,26,0.710202591,1,100,1,0,0,6,1.7,0,2,2,3,1,5,1,3,1,1,4,2,1,1,0,0
"24627",24627,216,29500,81,0.8659211,0.997395833,6883,1,505,20766,9.3,5.3,0,2,2,3,3,5,3,3,3,3,5,5,1,1,0,0
"19532",19532,63,37584,45,0.705250777,0.988880028,279,1,0,0,9.3,3.7,0,2,2,3,1,4,2,3,1,1,5,5,1,1,0,0
"21151",21151,249,48033,100,0.798742357,0.98524605,2719,0.979166667,0,760,10.7,5.7,0,2,2,3,2,4,3,2,1,1,5,5,1,1,0,0
"38055",38055,254,10376,64,0.728883662,0.992429417,22096,0.908339504,0,22833,9,3,0,2,2,3,1,4,4,1,1,3,5,4,1,1,0,0
"37541",37541,4,2381,3,0.77014652,0.952380952,18383,0.777979048,0,0,5.3,3,0,1,1,2,1,3,4,1,1,1,3,4,1,1,0,0
"4955",4955,6,9686,8,0.74969475,0.859279609,1142,0.226851852,6160,155363,5.3,5,1,2,2,3,1,2,2,1,6,6,3,5,1,2,0,1
"36396",36396,218,37268,40,0.788894229,0.963444586,11489,1,0,0,14,7.7,0,2,2,3,2,3,4,3,1,1,5,5,1,1,0,0
"4556",4556,10,7226,6,0.566666667,0.933333333,7267,0.356937403,0,3,4.7,3.3,0,2,1,2,1,3,3,1,1,1,3,4,1,1,0,0
"10738",10738,9,11505,20,0.810807355,0.971620067,8208,0.976778049,117,16703,7,4.7,0,2,2,3,2,4,4,2,2,2,4,5,1,1,0,0
"22801",22801,81,26047,52,0.779256989,0.990147783,1133,0.581890332,0,0,5,3,0,2,2,3,2,4,2,1,1,1,3,4,1,1,0,0
"17508",17508,133,60173,55,0.761466674,0.99145377,4553,1,4,6667,7,4,0,2,4,3,1,4,3,3,2,2,4,5,1,1,0,0
"33730",33730,380,36266,104,0.718711651,0.988256593,8597,0.789197804,139,4444,8.7,6,0,2,2,3,1,4,4,1,3,2,5,5,1,1,0,0
"43226",43226,26,31382,33,0.668945869,0.627126577,7405,0.574296615,0,0,3,2.3,0,2,2,3,1,2,3,1,1,1,2,3,1,1,0,0
"8144",8144,63,48774,17,0.777292046,0.95582878,8597,0.914126598,0,0,8.7,3.7,0,2,2,3,2,3,4,1,1,1,5,5,1,1,0,0
"36872",36872,3,2572,5,0.792380952,0.628571429,173,0.75,1949,79997,3.3,1.3,0,1,1,2,2,2,2,1,5,6,2,2,1,1,0,0
"11640",11640,48,26994,21,0.657530209,0.865753021,9125,0.662048525,113,3658,9.3,5,0,2,2,3,1,2,4,1,2,2,5,5,1,1,0,0
"11750",11750,270,279141,160,0.757611254,1,92,1,0,60,15.3,3.3,0,2,5,3,1,5,1,3,1,1,5,4,1,1,0,0
"42892",42892,2,2197,2,1,1,192,1,417,27889,2,1.7,0,1,1,2,3,5,2,3,3,3,2,2,1,1,0,0
"45704",45704,125,59618,68,0.849228275,0.946525972,13956,0.810656996,0,0,2.3,1.7,1,2,4,3,3,3,4,1,1,1,2,2,1,1,0,0
"32782",32782,1,5395,3,0.614237614,0.468975469,146,1,2902,29536,1.3,0.7,0,1,1,2,1,2,2,3,5,4,2,2,1,1,0,0
"34873",34873,765,32470,92,0.633785293,0.999111111,3333,0.983739837,104,8376,12.7,4,0,2,2,3,1,5,3,2,2,2,5,5,1,1,0,0
"26664",26664,6,1294,2,0.883333333,1,383,0.875,1244,68950,12,4.3,0,2,1,2,3,5,2,1,4,6,5,5,1,1,0,0
"32192",32192,9,8081,6,0.666355866,0.894949495,2289,0.760802469,240,11278,3.3,2.7,0,2,1,2,1,3,3,1,3,2,2,4,1,1,0,0
"36780",36780,368,52894,108,0.766189471,0.988391792,13594,0.817597206,436,3493,9,3.7,0,2,2,3,1,4,4,1,3,2,5,5,1,1,0,0
"21070",21070,0,0,0,0,0,0,0,1001,29769,1,1,0,1,1,1,1,1,1,1,4,4,2,2,1,1,0,0
"1349",1349,28,24843,14,0.777003484,0.788927604,9894,0.484932467,0,0,4.3,3,0,2,2,3,2,2,4,1,1,1,3,4,1,1,0,0
"34226",34226,26,29918,26,0.705464514,0.907773837,10594,0.782546635,1313,33334,6.3,5.3,0,2,2,3,1,3,4,1,4,4,4,5,1,1,0,0
"29918",29918,1,2473,6,0.596969697,0.977777778,29007,0.973155506,0,0,6.7,2,0,1,1,2,1,4,4,2,1,1,4,3,1,1,0,0
"42226",42226,741,64790,424,0.769038571,0.998032929,2886,1,0,0,3.7,2.7,1,2,4,3,1,5,3,3,1,1,3,4,1,1,0,0
"42718",42718,134,9829,60,0.685564824,1,9982,0.841611052,1,22934,12.7,4.7,0,2,2,3,1,5,4,1,1,3,5,5,1,1,0,0
"23149",23149,67,24504,37,0.651592011,0.746053191,1392,0.693347953,1,28542,2.7,1.7,0,2,2,3,1,2,2,1,1,4,2,2,1,1,0,0
"39531",39531,96,45784,68,0.68825281,0.997493734,3025,1,34,2638,16,9,0,2,2,3,1,5,3,3,2,1,5,5,1,1,0,0
"19523",19523,583,28246,90,0.721476688,1,1748,0.988700565,3,10160,3.3,2,0,2,2,3,1,5,2,2,2,2,2,3,1,1,0,0
"45983",45983,91,31031,12,0.639849291,1,3725,0.902206321,0,1353,3,2,0,2,2,3,1,5,3,1,1,1,2,3,1,1,0,0
"3746",3746,215,55581,164,0.730802617,0.988198982,1108,0.9,0,0,8,4.7,0,2,2,3,1,4,2,1,1,1,5,5,1,1,0,0
"44229",44229,83,21958,22,0.721774194,0.971861472,1950,0.435301735,0,0,1.3,1.3,0,2,2,3,1,4,2,1,1,1,2,2,1,1,0,0
"13229",13229,33,8489,4,0.786549708,1,2331,0.482564436,167,11614,4.7,3.7,0,2,1,2,2,5,3,1,3,2,3,5,1,1,0,0
"10433",10433,26,25294,20,0.704575163,1,17475,0.98468031,643,12091,7.7,6.3,1,2,2,3,1,5,4,2,3,2,4,5,1,1,0,0
"7082",7082,56,7323,8,0.799074074,1,1217,0.656044314,173,15668,6.7,4,0,2,1,3,2,5,2,1,3,2,4,5,1,1,0,0
"27851",27851,3,2012,8,0.782608696,1,4446,0.984375,212,16682,2.3,1.3,0,1,1,3,2,5,3,2,3,2,2,2,1,1,0,0
"14548",14548,1,4527,2,0.388888889,0.944444444,833,0.944444444,825,14174,2,1.3,0,1,1,2,1,3,2,1,3,2,2,2,1,1,0,0
"3572",3572,29,21230,27,0.853143255,0.935855921,4781,0.855534709,1897,36262,3.7,2.3,0,2,2,3,3,3,3,1,5,4,3,3,1,1,0,0
"34089",34089,0,134,0,0.5,1,848,1,383,16583,1.3,0.7,0,1,1,1,1,5,2,3,3,2,2,2,1,1,0,0
"6919",6919,209,23131,34,0.704608468,0.983731666,10780,0.996840442,29,3742,9.3,5.7,0,2,2,3,1,4,4,3,2,2,5,5,1,1,0,0
"45631",45631,206,26946,96,0.694225369,0.992831583,3400,0.949388099,0,0,11.7,7,0,2,2,3,1,5,3,2,1,1,5,5,1,1,0,0
"44970",44970,280,84995,277,0.773621955,0.995314873,20842,0.785782046,0,0,16,6,0,2,4,3,1,5,4,1,1,1,5,5,1,1,0,0
"37991",37991,17,16564,10,0.622408964,0.840412529,1096,0.95,2812,103605,4,1.7,1,2,2,3,1,2,2,2,5,6,3,2,1,2,0,1
"4776",4776,156,14721,25,0.691989241,1,15545,1,0,0,6,3.3,0,2,2,3,1,5,4,3,1,1,4,4,1,1,0,0
"34018",34018,162,11231,38,0.781342481,0.989583333,1517,0.979166667,1026,34784,0.7,0.3,1,2,2,3,2,4,2,2,4,4,2,2,1,2,0,1
"13697",13697,12,22021,14,0.668271006,0.892495102,6953,0.778069153,0,0,5,1.7,0,2,2,3,1,3,3,1,1,1,3,2,1,1,0,0
"19432",19432,1,5608,3,0.848484849,0.742424242,1628,0.755169562,1879,20268,2.7,3.7,0,1,1,2,3,2,2,1,5,3,2,5,1,1,0,0
"18507",18507,108,19440,50,0.757332749,0.991069553,5308,0.762476991,0,1333,4,2,0,2,2,3,1,4,3,1,1,1,3,3,1,1,0,0
"29830",29830,20,9998,17,0.729059829,0.994444444,19772,0.964736107,0,510,9.3,5.3,0,2,2,3,1,5,4,2,1,1,5,5,1,1,0,0
"38885",38885,18,12001,20,0.802991453,1,2356,1,9,5045,8.3,3.3,0,2,2,3,2,5,3,3,2,2,5,4,1,1,0,0
"7207",7207,200,55553,95,0.723782467,0.985707734,725,1,0,0,14.3,4.3,0,2,2,3,1,4,2,3,1,1,5,5,1,1,0,0
"6157",6157,171,10330,12,0.268515021,0.989247312,4781,0.640384615,0,238,5.3,3.7,0,2,2,3,1,4,3,1,1,1,3,5,1,1,0,0
"16384",16384,98,160304,68,0.751427338,0.961418194,19097,0.984790009,8642,153853,9.3,5,1,2,5,3,1,3,4,2,6,6,5,5,1,1,0,0
"38430",38430,25,27750,8,0.804929773,1,379,1,0,20,8.7,8,0,2,2,3,2,5,2,3,1,1,5,5,1,1,0,0
"29089",29089,118,21376,67,0.779594086,0.859302521,5578,0.553252191,0,20,6.3,4,0,2,2,3,2,2,3,1,1,1,4,5,1,1,0,0
"29453",29453,140,14102,13,0.809693574,1,5303,0.992424242,1,1340,6.7,2.3,0,2,2,3,2,5,3,2,1,1,4,3,1,1,0,0
"27441",27441,129,27597,123,0.902716521,0.991160363,5900,0.62071978,0,3111,4,2.7,0,2,2,3,3,4,3,1,1,1,3,4,1,1,0,0
"14371",14371,30,2367,4,0.545454546,1,300,1,415,25001,2.7,2,0,2,1,2,1,5,2,3,3,3,2,3,1,1,0,0
"14751",14751,137,31232,62,0.556264948,0.986722396,6372,0.915218225,1033,46415,6,4.3,0,2,2,3,1,4,3,1,4,5,4,5,1,1,0,0
"38045",38045,127,17455,30,0.906335444,0.997474748,10361,1,0,20,5.7,3.7,1,2,2,3,3,5,4,3,1,1,4,5,1,1,0,0
"49857",49857,2,8998,6,0.888888889,0.25,619,0.2,2226,78756,3,1.3,1,1,1,2,3,2,2,1,5,6,2,2,1,2,0,1
"1815",1815,406,28768,68,0.802110312,0.933016698,2256,0.701923077,86,10,4.7,2,0,2,2,3,2,3,3,1,2,1,3,3,1,1,0,0
"24963",24963,8,13065,9,0.942760943,0.588664422,3578,0.462801932,361,12990,2,1.7,0,2,2,3,3,2,3,1,3,2,2,2,1,1,0,0
"8936",8936,17,11312,20,0.717933401,0.881896578,3556,0.594700391,1,2596,5,3.3,0,2,2,3,1,3,3,1,1,1,3,4,1,1,0,0
"40595",40595,146,29726,88,0.765344987,0.994771471,6506,0.862402057,32,4667,4.7,2.7,0,2,2,3,1,5,3,1,2,2,3,4,1,1,0,0
"32347",32347,1,2368,6,0.687830688,1,5725,0.996855346,721,26667,5,3,0,1,1,2,1,5,3,3,3,3,3,4,1,1,0,0
"6727",6727,220,16813,21,0.74754522,1,10078,0.84427598,0,0,8.7,3,0,2,2,3,1,5,4,1,1,1,5,4,1,1,0,0
"33477",33477,4,4270,5,0.84729064,0.683497537,4133,0.837140712,2637,64054,7,4.3,0,1,1,2,3,2,3,1,5,5,4,5,1,1,0,0
"31103",31103,33,7749,10,0.824871795,0.986666667,939,1,619,26090,7.3,6,0,2,1,3,2,4,2,3,3,3,4,5,1,1,0,0
"40707",40707,26,33066,19,0.976166832,1,2564,1,0,40,5.3,3.3,0,2,2,3,3,5,3,3,1,1,3,4,1,1,0,0
"33679",33679,63,24412,31,0.855148303,0.973484849,9361,0.916186968,120,16667,7.7,5,0,2,2,3,3,4,4,1,3,2,4,5,1,1,0,0
"33411",33411,136,18906,28,0.73834234,1,6639,1,0,0,9,5.3,0,2,2,3,1,5,3,3,1,1,5,5,1,1,0,0
"30403",30403,31,15276,33,0.608659262,0.883502698,3722,0.944444444,0,0,6.3,3.7,0,2,2,3,1,3,3,1,1,1,4,5,1,1,0,0
"2548",2548,5,2065,6,0.847222222,1,1020,1,1871,34262,4.7,3,0,2,1,2,3,5,2,3,5,4,3,4,1,1,0,0
"11791",11791,7,23824,16,0.448148148,0.548148148,7611,0.599545318,1761,33615,7.3,2.7,0,2,2,3,1,2,3,1,5,4,4,4,1,1,0,0
"15950",15950,301,79052,43,0.786642682,0.963172394,0,0,0,1447,4.7,3.7,0,2,4,3,2,3,1,1,1,1,3,5,1,1,0,0
"14903",14903,11,6916,7,0.732091097,0.971014493,3189,0.9401341,1471,18367,3,1,0,2,1,2,1,4,3,1,4,3,2,2,1,1,0,0
"27813",27813,0,898,1,0.452380952,0.952380952,4692,0.817855816,463,17676,2,1.7,0,1,1,2,1,3,3,1,3,3,2,2,1,1,0,0
"7274",7274,34,49746,23,0.743361864,0.730926468,0,0,0,0,3,2,0,2,2,3,1,2,1,1,1,1,2,3,1,1,0,0
"38418",38418,55,16392,33,0.739767552,0.982758621,11081,0.660945963,0,0,3.3,1.7,0,2,2,3,1,4,4,1,1,1,2,2,1,1,0,0
"39121",39121,21,25051,18,0.701161946,0.727124183,2289,0.42208246,384,28193,2.7,1,1,2,2,3,1,2,3,1,3,3,2,2,1,1,0,0
"3509",3509,7,9963,7,0.565240642,0.923618538,7989,0.737609109,0,0,2.7,1.7,1,2,2,2,1,3,4,1,1,1,2,2,1,1,0,0
"30014",30014,75,64657,108,0.762988364,0.990646671,3297,0.957875458,0,0,5.3,5.3,0,2,4,3,1,4,3,2,1,1,3,5,1,1,0,0
"25775",25775,90,29653,37,0.848674461,1,1086,0.446716564,0,480,5,2,1,2,2,3,3,5,2,1,1,1,3,3,1,1,0,0
"19450",19450,0,0,0,0,0,0,0,2025,50000,1.7,1.7,0,1,1,1,1,1,1,1,5,5,2,2,1,1,0,0
"49253",49253,61,40051,34,0.685017253,0.986749482,1378,0.678932179,4,11008,9.3,3.3,0,2,2,3,1,4,2,1,2,2,5,4,1,1,0,0
"25078",25078,197,55928,117,0.715747585,0.992242686,14431,0.760362419,0,213,12.3,6.3,0,2,2,3,1,4,4,1,1,1,5,5,1,1,0,0
"23655",23655,38,22809,46,0.753510227,0.981868436,125,1,0,0,1.7,1.3,0,2,2,3,1,4,2,3,1,1,2,2,1,1,0,0
"36977",36977,95,55382,61,0.818783669,0.919641957,4724,0.680664232,458,6000,6.3,2.7,0,2,2,3,2,3,3,1,3,2,4,4,1,1,0,0
"46925",46925,1,1688,2,0.730769231,1,2979,0.944444444,677,23978,2,1.7,1,1,1,2,1,5,3,1,3,3,2,2,1,1,0,0
"35623",35623,276,30153,61,0.657783585,1,531,1,0,567,11.7,5.7,0,2,2,3,1,5,2,3,1,1,5,5,1,1,0,0
"31194",31194,25,10852,11,0.837214612,0.966666667,6261,0.96690455,37,12311,10,7.7,0,2,2,3,3,3,3,2,2,2,5,5,1,1,0,0
"29422",29422,57,27223,20,0.841254652,0.98989899,10578,0.967605263,0,5093,1.3,1.3,1,2,2,3,3,4,4,2,1,2,2,2,1,1,0,0
"16758",16758,65,14069,31,0.637162837,1,4219,1,11,3503,11.3,4,0,2,2,3,1,5,3,3,2,2,5,5,1,1,0,0
"15486",15486,30,23331,17,0.599131183,0.382818716,1303,0.126322751,4947,48203,2.7,1.7,0,2,2,3,1,2,2,1,6,5,2,2,2,2,1,1
"22815",22815,2,2233,2,0.861111111,1,1242,0.816666667,4779,21977,1.7,2,0,1,1,2,3,5,2,1,6,3,2,3,1,1,0,0
"38356",38356,45,13644,16,0.705738706,1,8456,0.998968008,14,6667,6,4,0,2,2,3,1,5,4,3,2,2,4,5,1,1,0,0
"38723",38723,1,404,1,0.666666667,1,1870,1,836,58105,10.7,4.3,0,1,1,2,1,5,2,3,3,5,5,5,1,1,0,0
"860",860,35,41692,38,0.703929506,0.996941896,708,1,0,0,12,4.3,0,2,2,3,1,5,2,3,1,1,5,5,1,1,0,0
"14114",14114,519,72773,100,0.647105626,0.993911593,13027,0.991572856,151,13558,12,11.7,1,2,4,3,1,5,4,2,3,2,5,5,1,1,0,0
"29484",29484,482,44072,64,0.735214404,0.992196266,21200,0.828156722,3,13850,9.7,5.3,0,2,2,3,1,4,4,1,2,2,5,5,1,1,0,0
"13525",13525,54,5913,18,0.751701871,1,18178,1,45,5648,11.7,3,0,2,1,3,1,5,4,3,2,2,5,4,1,1,0,0
"26031",26031,33,1513,4,0.635531136,0.926739927,836,0.592857143,2976,57246,3,1.7,0,2,1,2,1,3,2,1,5,5,2,2,1,2,0,1
"18489",18489,0,0,0,0,0,0,0,0,0,0.3,0.3,0,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0
"21969",21969,51,16070,15,0.791910331,0.901420217,3361,0.742755393,650,36232,7.3,5,0,2,2,3,2,3,3,1,3,4,4,5,1,1,0,0
"46900",46900,47,35008,102,0.7201569,0.979841354,4708,0.908003848,0,0,6,2.3,0,2,2,3,1,4,3,1,1,1,4,3,1,1,0,0
"33637",33637,23,6780,14,0.886479129,1,13822,0.984917044,0,380,4.7,2.7,0,2,1,3,3,5,4,2,1,1,3,4,1,1,0,0
"23876",23876,27,37037,15,0.72520251,0.929545819,625,0.453846154,0,27,4.3,2.7,0,2,2,3,1,3,2,1,1,1,3,4,1,1,0,0
"41973",41973,31,5443,7,0.544351074,0.992063492,3939,1,1590,23444,2,1.3,0,2,1,2,1,4,3,3,4,3,2,2,1,1,0,0
"14082",14082,3,2620,2,0.658730159,0.698412698,772,0.574074074,308,157475,8,1.3,0,1,1,2,1,2,2,1,3,6,5,2,1,1,0,0
"1805",1805,132,167310,65,0.818133793,0.955979457,14856,0.945827226,309,35087,21,17,1,2,5,3,2,3,4,2,3,4,5,5,1,1,0,0
"6429",6429,390,106636,105,0.80538802,0.906495746,4742,0.563101743,0,1970,26.3,10.7,0,2,5,3,2,3,3,1,1,1,5,5,1,1,0,0
"36327",36327,10,9884,5,0.761904762,0.62202381,2756,0.969520789,270,23136,4.3,3,0,2,2,2,1,2,3,2,3,3,3,4,1,1,0,0
"31620",31620,52,10711,9,0.718882372,0.983333333,26806,0.997444101,54,12433,11.7,6.7,0,2,2,3,1,4,4,3,2,2,5,5,1,1,0,0
"40851",40851,338,34814,94,0.797657703,1,9257,0.754865465,1263,13852,9,4,0,2,2,3,2,5,4,1,4,2,5,5,1,1,0,0
"14858",14858,49,35834,29,0.810921525,0.876584231,400,0.428571429,0,0,9.3,2.3,0,2,2,3,2,2,2,1,1,1,5,3,1,1,0,0
